0,1,2,3,4,5,6,7,8,9,10
citrus fruit,waffles,female sanitary products,,,,,,,,
other vegetables,white bread,,,,,,,,,
rolls/buns,beef,coffee,,,,,,,,
yogurt,newspapers,,,,,,,,,
whole milk,brandy,,,,,,,,,
nut snack,bottled water,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
waffles,fruit/vegetable juice,,,,,,,,,
curd,salty snack,,,,,,,,,
hard cheese,pastry,,,,,,,,,
curd,brown bread,,,,,,,,,
butter,whole milk,,,,,,,,,
whole milk,roll products ,,,,,,,,,
ice cream,UHT-milk,,,,,,,,,
root vegetables,soda,coffee,,,,,,,,
hygiene articles,cling film/bags,,,,,,,,,
canned beer,yogurt,curd cheese,pastry,,,,,,,
dessert,condensed milk,rolls/buns,shopping bags,,,,,,,
organic sausage,processed cheese,oil,,,,,,,,
whole milk,whole milk,,,,,,,,,
canned beer,soda,candles,pickled vegetables,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
pork,white bread,waffles,,,,,,,,
sausage,curd,,,,,,,,,
frankfurter,soda,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
berries,long life bakery product,,,,,,,,,
citrus fruit,beef,,,,,,,,,
other vegetables,margarine,,,,,,,,,
pastry,pastry,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
frankfurter,detergent,chocolate,,,,,,,,
whole milk,citrus fruit,shopping bags,white wine,soda,yogurt,,,,,
citrus fruit,yogurt,specialty bar,chocolate,,,,,,,
citrus fruit,soda,,,,,,,,,
whole milk,liver loaf,,,,,,,,,
other vegetables,salt,,,,,,,,,
chicken,candy,sugar,,,,,,,,
other vegetables,pot plants,,,,,,,,,
ice cream,bottled beer,,,,,,,,,
beef,waffles,detergent,shopping bags,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
organic sausage,specialty chocolate,,,,,,,,,
berries,root vegetables,,,,,,,,,
bottled water,whole milk,,,,,,,,,
mayonnaise,decalcifier,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
beverages,other vegetables,curd,,,,,,,,
brown bread,yogurt,,,,,,,,,
soda,salty snack,,,,,,,,,
grapes,domestic eggs,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
canned beer,bottled water,,,,,,,,,
pet care,whole milk,curd,frozen vegetables,,,,,,,
zwieback,rice,,,,,,,,,
tropical fruit,dishes,,,,,,,,,
other vegetables,canned beer,whole milk,,,,,,,,
citrus fruit,dessert,bottled water,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
butter,rolls/buns,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
newspapers,soft cheese,,,,,,,,,
finished products,pip fruit,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
yogurt,yogurt,,,,,,,,,
Instant food products,specialty chocolate,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
brown bread,root vegetables,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
whole milk,hard cheese,candles,bottled beer,shopping bags,jam,,,,,
red/blush wine,other vegetables,rolls/buns,,,,,,,,
yogurt,whole milk,,,,,,,,,
pork,soda,,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
tropical fruit,soda,whipped/sour cream,,,,,,,,
sausage,other vegetables,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
tropical fruit,rum,flour,,,,,,,,
pastry,domestic eggs,bottled water,,,,,,,,
whole milk,other vegetables,pip fruit,sparkling wine,,,,,,,
canned beer,pip fruit,instant coffee,yogurt,,,,,,,
curd,cake bar,ketchup,,,,,,,,
liver loaf,bottled beer,,,,,,,,,
butter,onions,napkins,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
pork,yogurt,margarine,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
whole milk,salty snack,shopping bags,,,,,,,,
rolls/buns,tidbits,margarine,,,,,,,,
bottled water,processed cheese,,,,,,,,,
butter milk,pickled vegetables,,,,,,,,,
sausage,beverages,,,,,,,,,
citrus fruit,white bread,pastry,,,,,,,,
tropical fruit,curd,brown bread,,,,,,,,
sausage,bottled beer,bottled water,,,,,,,,
margarine,newspapers,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
beef,spices,,,,,,,,,
curd,soda,ice cream,,,,,,,,
tropical fruit,napkins,,,,,,,,,
soda,artif. sweetener,cocoa drinks,bottled water,,,,,,,
soda,sugar,,,,,,,,,
cereals,soda,,,,,,,,,
pet care,dog food,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
soda,curd,,,,,,,,,
frankfurter,dessert,,,,,,,,,
hygiene articles,semi-finished bread,,,,,,,,,
sausage,margarine,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
newspapers,margarine,bottled beer,coffee,,,,,,,
specialty bar,yogurt,,,,,,,,,
yogurt,rolls/buns,domestic eggs,fruit/vegetable juice,,,,,,,
berries,curd,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
citrus fruit,white wine,,,,,,,,,
butter,coffee,,,,,,,,,
seasonal products,root vegetables,,,,,,,,,
other vegetables,chocolate marshmallow,,,,,,,,,
curd,soda,sugar,specialty chocolate,artif. sweetener,,,,,,
candy,specialty fat,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
yogurt,sugar,margarine,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
meat,coffee,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
specialty bar,condensed milk,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
meat,pip fruit,,,,,,,,,
whole milk,whole milk,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
house keeping products,whole milk,,,,,,,,,
butter milk,pickled vegetables,,,,,,,,,
rolls/buns,pork,canned beer,root vegetables,canned beer,shopping bags,oil,soda,,,
pork,whole milk,domestic eggs,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
waffles,rolls/buns,,,,,,,,,
frozen chicken,herbs,yogurt,,,,,,,,
ketchup,hard cheese,rolls/buns,,,,,,,,
hamburger meat,cream cheese ,,,,,,,,,
other vegetables,canned beer,shopping bags,,,,,,,,
frankfurter,soda,,,,,,,,,
chicken,sliced cheese,,,,,,,,,
root vegetables,napkins,,,,,,,,,
chewing gum,whole milk,bottled beer,ready soups,,,,,,,
pip fruit,butter,,,,,,,,,
rolls/buns,root vegetables,bottled beer,yogurt,pickled vegetables,,,,,,
other vegetables,rolls/buns,,,,,,,,,
soda,spread cheese,,,,,,,,,
tropical fruit,mustard,sliced cheese,,,,,,,,
other vegetables,soda,,,,,,,,,
pastry,whole milk,,,,,,,,,
sausage,curd,bottled water,frozen meals,,,,,,,
root vegetables,soda,,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
brown bread,yogurt,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
curd,cat food,,,,,,,,,
fish,fruit/vegetable juice,,,,,,,,,
pork,soda,,,,,,,,,
rolls/buns,oil,,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
whole milk,yogurt,long life bakery product,,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
pastry,other vegetables,,,,,,,,,
soda,white wine,,,,,,,,,
canned beer,hamburger meat,cake bar,,,,,,,,
root vegetables,white bread,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
liver loaf,processed cheese,canned beer,,,,,,,,
sausage,rolls/buns,curd,salty snack,whipped/sour cream,hard cheese,,,,,
sausage,shopping bags,soda,butter,dessert,soda,,,,,
pip fruit,pastry,,,,,,,,,
other vegetables,soda,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
citrus fruit,cream cheese ,bottled beer,citrus fruit,,,,,,,
tropical fruit,fish,,,,,,,,,
dishes,whole milk,oil,onions,,,,,,,
whole milk,chocolate,packaged fruit/vegetables,rolls/buns,,,,,,,
photo/film,citrus fruit,chewing gum,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
other vegetables,frankfurter,rolls/buns,coffee,ice cream,,,,,,
root vegetables,sugar,,,,,,,,,
bottled beer,beverages,hard cheese,fruit/vegetable juice,,,,,,,
yogurt,pasta,bottled water,,,,,,,,
white wine,domestic eggs,,,,,,,,,
cake bar,red/blush wine,,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
oil,specialty vegetables,,,,,,,,,
tropical fruit,grapes,sausage,grapes,fruit/vegetable juice,curd,other vegetables,whipped/sour cream,,,
sausage,pastry,,,,,,,,,
UHT-milk,bottled water,,,,,,,,,
pot plants,yogurt,cream cheese ,,,,,,,,
curd,chicken,,,,,,,,,
beverages,other vegetables,brown bread,,,,,,,,
fruit/vegetable juice,candy,fruit/vegetable juice,,,,,,,,
white bread,chocolate marshmallow,,,,,,,,,
soda,frozen dessert,canned fish,,,,,,,,
condensed milk,curd,,,,,,,,,
pastry,shopping bags,,,,,,,,,
bottled water,chicken,other vegetables,ketchup,,,,,,,
whole milk,shopping bags,yogurt,canned beer,,,,,,,
frankfurter,pork,pastry,canned vegetables,,,,,,,
beef,butter,,,,,,,,,
whole milk,sugar,,,,,,,,,
beef,canned beer,,,,,,,,,
tropical fruit,whipped/sour cream,whipped/sour cream,,,,,,,,
onions,other vegetables,,,,,,,,,
cling film/bags,other vegetables,,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
hard cheese,whole milk,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
dessert,margarine,,,,,,,,,
pip fruit,curd,,,,,,,,,
chicken,house keeping products,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
newspapers,other vegetables,,,,,,,,,
rolls/buns,domestic eggs,napkins,,,,,,,,
ham,pickled vegetables,newspapers,,,,,,,,
brown bread,rolls/buns,soda,whole milk,,,,,,,
other vegetables,yogurt,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
soft cheese,napkins,,,,,,,,,
candy,specialty cheese,,,,,,,,,
bottled water,whole milk,rolls/buns,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
tropical fruit,onions,,,,,,,,,
other vegetables,whole milk,pork,onions,,,,,,,
citrus fruit,citrus fruit,oil,root vegetables,,,,,,,
dishes,salty snack,,,,,,,,,
yogurt,domestic eggs,yogurt,,,,,,,,
beef,Instant food products,,,,,,,,,
photo/film,whole milk,,,,,,,,,
butter,rolls/buns,,,,,,,,,
condensed milk,whole milk,,,,,,,,,
citrus fruit,shopping bags,cream cheese ,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
frozen vegetables,pip fruit,root vegetables,cereals,,,,,,,
yogurt,whole milk,yogurt,chewing gum,,,,,,,
ham,rolls/buns,,,,,,,,,
pork,salty snack,,,,,,,,,
pork,other vegetables,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pip fruit,root vegetables,frozen meals,hamburger meat,sugar,soda,spread cheese,,,,
tropical fruit,frozen vegetables,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
bottled water,tropical fruit,whipped/sour cream,,,,,,,,
frozen vegetables,butter,,,,,,,,,
root vegetables,yogurt,bottled water,,,,,,,,
detergent,soft cheese,,,,,,,,,
sausage,soda,frozen vegetables,,,,,,,,
bottled water,brown bread,,,,,,,,,
other vegetables,other vegetables,jam,,,,,,,,
light bulbs,detergent,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
beef,newspapers,,,,,,,,,
sliced cheese,yogurt,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
hamburger meat,domestic eggs,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
ice cream,onions,soda,,,,,,,,
sausage,beef,,,,,,,,,
oil,chewing gum,,,,,,,,,
chicken,chicken,salt,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
butter milk,shopping bags,baking powder,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
frankfurter,pastry,canned beer,pastry,,,,,,,
dessert,cream cheese ,,,,,,,,,
soda,other vegetables,frozen vegetables,,,,,,,,
yogurt,sausage,yogurt,pip fruit,curd,,,,,,
grapes,rolls/buns,pot plants,,,,,,,,
hamburger meat,other vegetables,hygiene articles,popcorn,,,,,,,
sausage,candles,,,,,,,,,
ham,tropical fruit,,,,,,,,,
misc. beverages,rolls/buns,,,,,,,,,
berries,whole milk,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
sausage,other vegetables,,,,,,,,,
yogurt,yogurt,other vegetables,sliced cheese,,,,,,,
white wine,fruit/vegetable juice,,,,,,,,,
domestic eggs,whole milk,bottled beer,,,,,,,,
finished products,other vegetables,misc. beverages,coffee,rolls/buns,,,,,,
meat,rolls/buns,,,,,,,,,
hamburger meat,seasonal products,,,,,,,,,
semi-finished bread,newspapers,,,,,,,,,
sausage,processed cheese,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
bottled water,dental care,,,,,,,,,
soda,whole milk,,,,,,,,,
beef,domestic eggs,,,,,,,,,
rolls/buns,soda,chocolate,,,,,,,,
beef,rolls/buns,seasonal products,,,,,,,,
canned beer,specialty chocolate,,,,,,,,,
white bread,bottled water,,,,,,,,,
seasonal products,pickled vegetables,,,,,,,,,
butter,sauces,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
soda,other vegetables,,,,,,,,,
frozen vegetables,cookware,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
chicken,coffee,,,,,,,,,
chewing gum,whole milk,white bread,whole milk,dishes,,,,,,
oil,fruit/vegetable juice,domestic eggs,,,,,,,,
tropical fruit,soda,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
beef,red/blush wine,,,,,,,,,
whole milk,instant coffee,whole milk,,,,,,,,
soda,chocolate marshmallow,hard cheese,,,,,,,,
yogurt,waffles,,,,,,,,,
newspapers,cream cheese ,long life bakery product,,,,,,,,
white bread,bottled water,ready soups,curd,,,,,,,
meat,cling film/bags,whipped/sour cream,,,,,,,,
sausage,bottled beer,dessert,butter,cream cheese ,other vegetables,canned beer,brown bread,,,
frozen chicken,dessert,,,,,,,,,
butter,shopping bags,,,,,,,,,
other vegetables,pot plants,vinegar,,,,,,,,
frozen meals,abrasive cleaner,,,,,,,,,
canned beer,red/blush wine,salty snack,,,,,,,,
pip fruit,whole milk,coffee,salty snack,,,,,,,
root vegetables,tropical fruit,bottled water,white bread,processed cheese,yogurt,beverages,,,,
dishes,frozen fish,,,,,,,,,
rolls/buns,soups,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
zwieback,curd,,,,,,,,,
dessert,whole milk,whole milk,domestic eggs,,,,,,,
grapes,frozen vegetables,vinegar,,,,,,,,
long life bakery product,brown bread,,,,,,,,,
chicken,whole milk,vinegar,shopping bags,,,,,,,
whole milk,frankfurter,candles,grapes,herbs,other vegetables,yogurt,,,,
ice cream,red/blush wine,fruit/vegetable juice,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
white bread,pickled vegetables,,,,,,,,,
soda,yogurt,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
finished products,whole milk,,,,,,,,,
frankfurter,liver loaf,canned vegetables,condensed milk,,,,,,,
yogurt,hygiene articles,,,,,,,,,
frankfurter,soda,,,,,,,,,
UHT-milk,cooking chocolate,,,,,,,,,
curd,frozen fish,,,,,,,,,
whole milk,chocolate,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
beef,soda,,,,,,,,,
bottled water,newspapers,,,,,,,,,
yogurt,ice cream,,,,,,,,,
pip fruit,misc. beverages,,,,,,,,,
ham,root vegetables,newspapers,other vegetables,,,,,,,
pip fruit,bottled water,salt,,,,,,,,
sliced cheese,dessert,cream cheese ,,,,,,,,
bottled water,white bread,,,,,,,,,
dishes,shopping bags,brown bread,white bread,,,,,,,
ice cream,herbs,,,,,,,,,
citrus fruit,sparkling wine,bottled water,,,,,,,,
berries,pip fruit,,,,,,,,,
berries,pastry,,,,,,,,,
cream cheese ,bottled water,,,,,,,,,
zwieback,citrus fruit,,,,,,,,,
root vegetables,hard cheese,,,,,,,,,
popcorn,domestic eggs,canned beer,butter milk,,,,,,,
tropical fruit,ice cream,frozen fish,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
cake bar,long life bakery product,shopping bags,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
pork,margarine,sugar,,,,,,,,
specialty bar,chicken,,,,,,,,,
processed cheese,white bread,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
sausage,curd,,,,,,,,,
onions,soda,,,,,,,,,
red/blush wine,curd,,,,,,,,,
bottled beer,soda,newspapers,,,,,,,,
whole milk,newspapers,,,,,,,,,
instant coffee,sparkling wine,,,,,,,,,
hard cheese,cream cheese ,,,,,,,,,
white bread,domestic eggs,,,,,,,,,
tropical fruit,domestic eggs,chocolate,,,,,,,,
beef,canned beer,,,,,,,,,
frozen vegetables,tropical fruit,,,,,,,,,
yogurt,whipped/sour cream,long life bakery product,hard cheese,,,,,,,
other vegetables,fruit/vegetable juice,oil,detergent,,,,,,,
oil,flour,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
coffee,berries,pickled vegetables,,,,,,,,
other vegetables,salty snack,soda,,,,,,,,
other vegetables,whole milk,,,,,,,,,
napkins,whole milk,butter milk,,,,,,,,
tropical fruit,napkins,frozen vegetables,pastry,,,,,,,
organic sausage,other vegetables,,,,,,,,,
sausage,bottled water,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
soda,cream cheese ,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
condensed milk,whole milk,,,,,,,,,
beverages,whole milk,pasta,,,,,,,,
frankfurter,beverages,,,,,,,,,
sausage,root vegetables,brown bread,soda,,,,,,,
canned fish,canned fish,,,,,,,,,
other vegetables,frankfurter,root vegetables,newspapers,,,,,,,
hamburger meat,tropical fruit,soda,,,,,,,,
berries,white wine,,,,,,,,,
citrus fruit,cat food,,,,,,,,,
bottled water,pastry,,,,,,,,,
canned beer,chocolate,,,,,,,,,
whipped/sour cream,cake bar,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
whole milk,berries,,,,,,,,,
soda,pasta,curd cheese,,,,,,,,
canned fish,newspapers,,,,,,,,,
bottled water,frozen chicken,,,,,,,,,
dessert,yogurt,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
sausage,shopping bags,,,,,,,,,
chicken,whole milk,,,,,,,,,
tropical fruit,soda,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
whole milk,butter,,,,,,,,,
ham,whipped/sour cream,ketchup,,,,,,,,
bottled beer,soda,bottled water,cat food,,,,,,,
whipped/sour cream,soda,,,,,,,,,
fruit/vegetable juice,butter,rolls/buns,,,,,,,,
hamburger meat,bottled beer,domestic eggs,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
other vegetables,zwieback,,,,,,,,,
bottled beer,beef,frozen vegetables,shopping bags,,,,,,,
curd,soda,,,,,,,,,
meat,citrus fruit,,,,,,,,,
whole milk,bottled water,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
root vegetables,butter,,,,,,,,,
soda,bottled water,,,,,,,,,
frankfurter,baking powder,shopping bags,,,,,,,,
dog food,chewing gum,coffee,,,,,,,,
tropical fruit,citrus fruit,bottled water,rolls/buns,soda,pickled vegetables,,,,,
yogurt,tropical fruit,whipped/sour cream,Instant food products,,,,,,,
specialty chocolate,pork,,,,,,,,,
beef,ice cream,dish cleaner,,,,,,,,
red/blush wine,dog food,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
other vegetables,chicken,onions,rolls/buns,spices,other vegetables,,,,,
yogurt,tea,,,,,,,,,
whole milk,sauces,,,,,,,,,
beef,grapes,,,,,,,,,
pastry,frozen fish,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
specialty fat,other vegetables,white wine,,,,,,,,
misc. beverages,chocolate,,,,,,,,,
chicken,soda,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
root vegetables,specialty bar,,,,,,,,,
soda,bottled water,,,,,,,,,
tropical fruit,oil,,,,,,,,,
pip fruit,hard cheese,detergent,,,,,,,,
beef,house keeping products,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
citrus fruit,fruit/vegetable juice,pickled vegetables,,,,,,,,
meat,sugar,margarine,cat food,,,,,,,
whole milk,ice cream,turkey,artif. sweetener,,,,,,,
beef,specialty bar,white bread,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
cling film/bags,canned vegetables,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
chocolate,coffee,,,,,,,,,
soda,whole milk,frozen fish,canned beer,ready soups,chocolate,,,,,
sausage,chocolate,specialty chocolate,cocoa drinks,,,,,,,
root vegetables,margarine,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
frozen meals,frozen potato products,,,,,,,,,
Instant food products,yogurt,,,,,,,,,
curd cheese,whole milk,long life bakery product,hard cheese,,,,,,,
domestic eggs,chocolate,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
root vegetables,frozen potato products,onions,UHT-milk,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
whole milk,root vegetables,rolls/buns,yogurt,onions,coffee,napkins,UHT-milk,,,
cookware,cream cheese ,,,,,,,,,
yogurt,whole milk,,,,,,,,,
UHT-milk,candles,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
sliced cheese,beverages,other vegetables,napkins,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
sausage,UHT-milk,,,,,,,,,
domestic eggs,fruit/vegetable juice,,,,,,,,,
pasta,oil,,,,,,,,,
pip fruit,pickled vegetables,,,,,,,,,
chicken,chocolate,,,,,,,,,
root vegetables,semi-finished bread,,,,,,,,,
onions,flour,whipped/sour cream,,,,,,,,
sausage,beef,whipped/sour cream,,,,,,,,
rolls/buns,domestic eggs,butter,butter,,,,,,,
whole milk,berries,,,,,,,,,
sausage,pastry,,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
soda,yogurt,bottled water,pot plants,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
sausage,dessert,,,,,,,,,
napkins,photo/film,,,,,,,,,
whole milk,mustard,,,,,,,,,
rolls/buns,berries,,,,,,,,,
butter milk,specialty fat,,,,,,,,,
root vegetables,sliced cheese,newspapers,shopping bags,,,,,,,
dessert,newspapers,,,,,,,,,
curd,sausage,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
bottled water,onions,,,,,,,,,
pork,sausage,frankfurter,other vegetables,pork,curd,flower soil/fertilizer,curd,margarine,,
canned beer,dishes,,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
pork,sliced cheese,,,,,,,,,
chicken,other vegetables,,,,,,,,,
pork,pork,frankfurter,frozen fish,waffles,napkins,rolls/buns,,,,
pork,semi-finished bread,,,,,,,,,
root vegetables,other vegetables,dessert,,,,,,,,
sausage,other vegetables,,,,,,,,,
soda,butter,,,,,,,,,
sausage,root vegetables,,,,,,,,,
sugar,bottled water,,,,,,,,,
sausage,pastry,whole milk,,,,,,,,
fruit/vegetable juice,herbs,,,,,,,,,
popcorn,dishes,whole milk,,,,,,,,
sugar,soda,,,,,,,,,
yogurt,citrus fruit,ice cream,soups,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
pork,white bread,,,,,,,,,
butter,other vegetables,soda,yogurt,UHT-milk,,,,,,
shopping bags,coffee,,,,,,,,,
waffles,tropical fruit,hard cheese,pickled vegetables,,,,,,,
canned beer,yogurt,,,,,,,,,
onions,waffles,,,,,,,,,
root vegetables,citrus fruit,bottled water,Instant food products,butter milk,mayonnaise,,,,,
frankfurter,UHT-milk,,,,,,,,,
sausage,pork,,,,,,,,,
butter,berries,cereals,,,,,,,,
chocolate marshmallow,canned beer,,,,,,,,,
sweet spreads,bottled beer,,,,,,,,,
beverages,beverages,hamburger meat,frankfurter,soda,root vegetables,butter,cream cheese ,butter,,
chicken,pickled vegetables,,,,,,,,,
waffles,curd,,,,,,,,,
whipped/sour cream,specialty chocolate,,,,,,,,,
soda,soda,,,,,,,,,
beef,white bread,,,,,,,,,
pastry,margarine,,,,,,,,,
pastry,liquor,,,,,,,,,
ice cream,sliced cheese,,,,,,,,,
brandy,whole milk,,,,,,,,,
tropical fruit,butter,,,,,,,,,
pork,pip fruit,,,,,,,,,
